"Subject" "Activity" "TimeBodyAcceleration-mean-X" "TimeBodyAcceleration-mean-Y" "TimeBodyAcceleration-mean-Z" "TimeBodyAcceleration-StdDev-X" "TimeBodyAcceleration-correlation-X,Z" "TimeBodyAcceleration-correlation-Y,Z" "TimeGravityAcceleration-mean-X" "TimeGravityAcceleration-mean-Y" "TimeGravityAcceleration-mean-Z" "TimeGravityAcceleration-StdDev-X" "TimeGravityAcceleration-correlation-X,Z" "TimeGravityAcceleration-correlation-Y,Z" "TimeBodyAccelerationJerk-mean-X" "TimeBodyAccelerationJerk-mean-Y" "TimeBodyAccelerationJerk-mean-Z" "TimeBodyAccelerationJerk-StdDev-X" "TimeBodyAccelerationJerk-correlation-X,Z" "TimeBodyAccelerationJerk-correlation-Y,Z" "TimeBodyGyro-mean-X" "TimeBodyGyro-mean-Y" "TimeBodyGyro-mean-Z" "TimeBodyGyro-StdDev-X" "TimeBodyGyro-correlation-X,Z" "TimeBodyGyro-correlation-Y,Z" "TimeBodyGyroJerk-mean-X" "TimeBodyGyroJerk-mean-Y" "TimeBodyGyroJerk-mean-Z" "TimeBodyGyroJerk-StdDev-X" "TimeBodyGyroJerk-correlation-X,Z" "TimeBodyGyroJerk-correlation-Y,Z" "TimeBodyAccelerationMagnitude-arCoeff3" "TimeBodyAccelerationMagnitude-arCoeff4" "TimeGravityAccelerationMagnitude-arCoeff3" "TimeGravityAccelerationMagnitude-arCoeff4" "TimeBodyAccelerationJerkMagnitude-arCoeff3" "TimeBodyAccelerationJerkMagnitude-arCoeff4" "TimeBodyGyroMagnitude-arCoeff3" "TimeBodyGyroMagnitude-arCoeff4" "TimeBodyGyroJerkMagnitude-arCoeff3" "TimeBodyGyroJerkMagnitude-arCoeff4" "FreqBodyAcceleration-mean-X" "FreqBodyAcceleration-mean-Y" "FreqBodyAcceleration-mean-Z" "FreqBodyAcceleration-StdDev-X" "FreqBodyAcceleration-bandsEnergy-1,24" "FreqBodyAcceleration-bandsEnergy-25,48" "FreqBodyAccelerationJerk-mean-X" "FreqBodyAccelerationJerk-mean-Y" "FreqBodyAccelerationJerk-mean-Z" "FreqBodyAccelerationJerk-StdDev-X" "FreqBodyAccelerationJerk-bandsEnergy-1,24" "FreqBodyAccelerationJerk-bandsEnergy-25,48" "FreqBodyGyro-mean-X" "FreqBodyGyro-mean-Y" "FreqBodyGyro-mean-Z" "FreqBodyGyro-StdDev-X" "FreqBodyGyro-bandsEnergy-1,24" "FreqBodyGyro-bandsEnergy-25,48" "FreqBodyAccelerationMagnitude-skewness" "FreqBodyAccelerationMagnitude-kurtosis" "FreqBodyBodyAccelerationJerkMagnitude-skewness" "FreqBodyBodyAccelerationJerkMagnitude-kurtosis" "FreqBodyBodyGyroMagnitude-skewness" "FreqBodyBodyGyroMagnitude-kurtosis"
1 "LAYING" 0.283658868070175 -0.0168954189082456 -0.110303165877193 -0.296538717368421 -0.326302523157895 0.366354059473684 0.958067455087719 -0.214694852280702 0.0331888826842105 -0.977779896491228 -0.0265285940526316 0.0169139699122807 0.0699585876912281 -0.0164831715964912 -0.00738931200701754 -0.132784766936842 -0.241157472566667 0.322072496964912 -0.025509618645614 -0.0744462466 0.0838808799280702 -0.446020952631579 -0.0745771988631579 -0.0431788198070175 -0.0878891090105263 -0.0362308971842105 -0.0539597284210526 -0.18260093354386 -0.0603934197719298 -0.242126027338596 -0.0515653864912281 0.0430821487754386 -0.0515653864912281 0.0430821487754386 0.122057489987719 0.0583583812982456 0.0849590885964912 -0.0010134570077193 -0.190365197042807 0.0283522050491228 -0.187934323140351 0.140781621991228 -0.498520164385965 -0.34522769 -0.877231828947368 -0.918992881754386 -0.150942917824561 -0.0753742321614035 -0.541438616140351 -0.19269469414386 -0.858828975263158 -0.917416949473684 -0.239650710533333 -0.341378429473684 -0.203575458733333 -0.515323854385965 -0.82314740245614 -0.790776615964912 -0.427731556491228 -0.723624711754386 -0.190841074017544 -0.59155113245614 -0.577739347631579 -0.827672261403509
2 "LAYING" 0.268229355098039 -0.0272425385070588 -0.122082438784314 -0.0501350188513725 -0.221942319176471 0.0569526175372549 0.913632241568627 -0.340732608823529 -0.0184608964392157 -0.959399425098039 0.43858686054902 0.404808185901961 0.07210675 0.00371343419607843 -0.00237816579411765 -0.180301156098039 -0.3245974444 0.0991435570498039 -0.0767406825588235 -0.0518981989072549 0.0664234025976471 -0.321973723647059 -0.330831222882353 0.026210131272549 -0.0652024492378431 -0.0457705354509804 -0.0576800048435294 -0.186763293747059 -0.321149767070588 -0.0811691955352941 -0.158851728437255 0.152428541392157 -0.158851728437255 0.152428541392157 -0.00184518718235294 -0.096433785852549 0.0654988419392157 -0.113890188898039 -0.0862272070978431 -0.237729350394902 -0.131075372803922 0.0978035099588235 -0.42724809972549 -0.0211335627276471 -0.777194590784314 -0.959950155294118 -0.244812769960784 -0.122991594331373 -0.549314615882353 -0.186815074235294 -0.802039379215686 -0.961066584117647 -0.115065008156863 -0.329653779629412 -0.0464142110215686 -0.390248128039216 -0.67054250254902 -0.906327058039216 -0.342725667039216 -0.666674470588235 -0.0246468187254902 -0.338330831607843 -0.524011083137255 -0.80103432372549
3 "LAYING" 0.277045258145833 -0.019536840063125 -0.107209356208333 0.383681639791667 -0.248693688304167 0.1291085697825 0.928531455208333 -0.214046334375 -0.00307981704708333 -0.9544062675 0.168314926360417 0.319951213979167 0.103681343708333 0.00987685807166667 -0.00932470617291667 0.165271070858333 -0.303740239604167 0.27394015644375 -0.0960837437708333 -0.0341782208604167 0.0870012595210417 -0.19830385328125 -0.126367251402083 -0.147514961742083 -0.0256452232354167 -0.0768089915604167 -0.0372228650416667 0.0393387960854167 -0.0570346784041667 -0.33677888375 -0.0563339759979167 0.132698053604167 -0.0563339759979167 0.132698053604167 -0.140547613402083 -0.113609100377083 0.18951457848125 -0.11485438925 -0.1953484269375 0.000539541475000002 0.328308506041667 0.339771173822917 -0.277602590916667 0.403369766666667 -0.764252390833333 -0.801773006458333 0.136554991314583 0.1372024523 -0.283086205125 0.0886515099394167 -0.661175989375 -0.7884672015 0.0633716052854167 -0.130327465789583 0.15284524938125 -0.286724914610417 -0.611251706458333 -0.697559559166667 -0.24239664145 -0.531075170125 -0.215333945979167 -0.585820155479167 -0.515761846479167 -0.781170852916667
4 "LAYING" 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.245166592236364 0.0182810618163636 0.933692934909091 0.0682628663363636 0.0695219657167273 -0.988872369272727 -0.1163050356 0.157669551745455 0.0754721635223636 2.55649800000024e-06 0.00623727782090909 -0.969929476363636 -0.100554176854545 0.009867125596 -0.0372442282830909 -0.0899083302550909 0.0854346006181818 -0.957367681818182 0.0187606180727273 -0.154877709090909 -0.0936693524363636 -0.0333986700025455 -0.0465504310978182 -0.943714804727273 0.0479702585218182 -0.0971872064 0.09214117216 -0.117810689078182 0.09214117216 -0.117810689078182 -0.185254032763636 -0.0372030414087273 0.1705347791 -0.167450335636364 -0.270452088515636 -0.0109968009774545 -0.975351454727273 -0.928264365454545 -0.935798115272727 -0.982451284727273 -0.994118029454545 -0.998722202727273 -0.971037479818182 -0.947070821272727 -0.954199785636364 -0.971488767454545 -0.996761236545455 -0.998848214727273 -0.939671400545455 -0.943857393090909 -0.934764895454545 -0.963407046545455 -0.995614614363636 -0.998930773454546 -0.378461415227273 -0.655708009636364 -0.377312088563636 -0.702964498763636 -0.358413216745455 -0.644217577545455
5 "LAYING" 0.280346248596491 -0.0181236327175439 -0.112172831947368 -0.981758159649123 -0.172404703877193 0.226600479315789 0.945139003859649 -0.230251036140351 0.0139193473596491 -0.985583066842105 0.116858898982456 0.384742870947368 0.0730699604561404 0.00871883993421053 -0.00481712245438596 -0.973132635789474 -0.0841830829122807 0.057944158468421 -0.028251913022807 -0.0589823639438597 0.0767394745964912 -0.947561298596491 -0.0647462430785965 -0.344014210333333 -0.103292534210526 -0.0428828304736842 -0.0506432189438596 -0.946423593157895 -0.0322628253298246 -0.284738153154386 0.0831344212964912 -0.133400230507018 0.0831344212964912 -0.133400230507018 -0.0928018444561404 -0.0678071385333333 0.0923409807982456 -0.0666364145666667 -0.124832820596491 -0.0523509743192982 -0.977100287368421 -0.930336471754386 -0.942864017017544 -0.984067374035088 -0.993640179473684 -0.998950435438597 -0.97348053877193 -0.951405464912281 -0.963743518070175 -0.975235677719298 -0.997936713508772 -0.999095783508772 -0.931612384385965 -0.943273146140351 -0.943239602105263 -0.952817395263158 -0.997787773508772 -0.999142360175439 -0.270132133621053 -0.538912651491228 -0.382596155263158 -0.698845035438596 -0.365157260385965 -0.684451967561403
6 "LAYING" 0.248656520140351 -0.0102529170561404 -0.133119570368421 -0.934049422052632 -0.262282681940351 -0.129551622545614 -0.47670987877193 0.956593814210526 0.175867709021053 -0.887746310350877 -0.215781423263158 -0.185444729473684 0.0963481955263158 -0.00114529240245614 0.00328817288070175 -0.966341054736842 -0.0375073017142105 0.0150510981578947 -0.0079605026754386 -0.107218315054386 0.179102058245614 -0.955378225087719 0.247473111803509 -0.393963659666667 -0.111267284631579 -0.0424104289992982 -0.0717774743859649 -0.939611608245614 0.120538417992982 -0.186231540673684 0.120996990084211 -0.22071468345614 0.120996990084211 -0.22071468345614 -0.140172570754386 0.0419022387175439 0.206933160491228 -0.204918133745544 -0.223555769715789 0.061335456454386 -0.939114254210526 -0.923706791403509 -0.938044912280702 -0.932462941461404 -0.990092911578947 -0.997965739824561 -0.967072436842105 -0.936043420175439 -0.954425844736842 -0.968619159473684 -0.996766259473684 -0.998064996140351 -0.935439769649123 -0.941771544385965 -0.932636612807018 -0.962164978596491 -0.995700309298246 -0.998437818421053 -0.213405189245614 -0.468623760333333 -0.365542869087719 -0.703328658421053 -0.381677010526316 -0.647437246315789
1 "SITTING" 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 0.118243599566667 0.186199354856667 0.963999696833333 -0.0858540265666667 0.127764112666667 -0.983826494833333 -0.2810648057 0.05645850869 0.0783529082183333 0.00295602428666667 -0.000767679338333334 -0.297042612533333 0.251500198766667 0.296045602775 -0.0317982557795 -0.0726905278583333 0.0805677161216667 -0.500916659 0.06401113378 0.149403463741667 -0.115321556475 -0.0393474489133333 -0.0551166852766667 -0.492341066833333 0.4561367636 0.014649788853 -0.0935923042983333 -0.0678893910871667 -0.0935923042983333 -0.0678893910871667 -0.0876985370666667 0.065126777955 0.0742182605716667 0.152922233035 -0.203705174573333 -0.105221905636667 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.447234929666667 -0.909461955 -0.978955181666667 -0.358883413666667 -0.279553391533333 -0.728991595666667 -0.29732607245 -0.9486415005 -0.980444192666667 -0.373384540666667 -0.688460056666667 -0.601381129166667 -0.542646759 -0.9455466735 -0.951049456166667 -0.532309173333333 -0.789538995166667 0.126304675685 -0.168424087315 -0.237546613231667 -0.585590468333333
2 "SITTING" 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 0.169509983115385 -0.0935618013884615 0.946264314423077 -0.232944304615385 0.0841675382884615 -0.958495235576923 -0.441064849384615 0.142926607240385 0.0560971909634615 0.0234018993153846 0.00340280836730769 -0.380488027307692 0.392661021538462 -0.141384675671385 0.0393825198942308 -0.0859471683596154 0.0843753843384615 -0.454431043269231 0.333937986534538 0.191242235723077 -0.1314720713 -0.0390508828865385 -0.0722496260807692 -0.533666803846154 0.304226646230769 -0.0566491326019231 -0.125799948038462 0.163843926507692 -0.125799948038462 0.163843926507692 0.110231038786538 -0.101510168373077 -0.0248244682086538 0.0747129923673077 -0.0523798551417308 -0.170988304707692 -0.294488270365385 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.794971880769231 -0.970401300961538 -0.418304647307692 -0.297805187243462 -0.690106934230769 -0.396762584807692 -0.944069734230769 -0.972386722692308 -0.3710689925 -0.684310201538462 -0.350765737115385 -0.483548693461538 -0.796905223461538 -0.919919603846154 -0.203767377802115 -0.515315669788462 -0.361655783519231 -0.689855609480769 -0.377440624730769 -0.709905587519231
3 "SITTING" 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 0.3924340022 -0.0246788195777778 0.947731858666667 -0.0620852772955556 0.148714808888889 -0.955258881333333 0.0288370722888889 0.279932519391111 0.0971862748866667 0.00563780215111111 -0.00729137766444444 -0.145759708684667 0.237463403466667 0.191113002955556 -0.102838822533333 -0.0704025952333333 0.05926394948 -0.370244695288889 0.420572599333333 -0.194950195926667 -0.0921282734666667 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 0.521594152444444 -0.0966567595828889 -0.137471546953111 0.0885502128444444 -0.137471546953111 0.0885502128444444 -0.166764700064444 0.0128692237444444 0.350194377666667 -0.301383691622222 0.0142881446355556 -0.0265722558377778 -0.0722392276888889 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.863472089777778 -0.940052038888889 -0.16163290774 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.908016540888889 -0.941801778666667 -0.240298893435556 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.894835413111111 -0.747880063555556 -0.4754520248 -0.743903786666667 -0.17916182872 -0.502564595355556 -0.336853586946889 -0.643083106444444
4 "SITTING" 0.27153827992 -0.007163065158 -0.10587459588 -0.980309931 -0.39574529516 0.16930611784 0.8693030064 0.211622539936894 0.11012048108 -0.9814052948 -0.554197337144 0.12224417678 0.0784500239 -0.0108582171094 -0.0121499951596 -0.9767421962 0.1260306516592 0.081225216248 -0.04944351156 -0.08943006108 0.10115033478 -0.9701317904 0.0947502145976 -0.15180907356 -0.09694948424 -0.041848389996 -0.0489964351672 -0.9698997312 0.26068645585 0.048220270282 0.06298191048 -0.14484439976 0.06298191048 -0.14484439976 -0.152860590804 -0.029482200836 0.01715450866 0.02197077316 -0.0575150009624 -0.17701907396 -0.9774624984 -0.9057829318 -0.9517837432 -0.9819081892 -0.9894501484 -0.9989789172 -0.9768457126 -0.9442983908 -0.9751549056 -0.9787769122 -0.9991372172 -0.9994306222 -0.9605896358 -0.9675836478 -0.9337768922 -0.973333107 -0.9943091596 -0.999217332 -0.18828630828 -0.477790458702 -0.3133880564316 -0.6308201576 -0.02869016002 -0.36585711122
